Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-30 01:30:06.582,114555.7,0.002,BTCUSDT
2025-09-30 01:30:06.582,114555.6,0.001,BTCUSDT
2025-09-30 01:30:06.582,114555.5,0.001,BTCUSDT
2025-09-30 01:30:06.582,114555.5,0.005,BTCUSDT
2025-09-30 01:30:06.582,114555.4,0.003,BTCUSDT
2025-09-30 01:30:06.582,114555.1,0.002,BTCUSDT
2025-09-30 01:30:06.591,114554.6,0.002,BTCUSDT
2025-09-30 01:30:06.591,114554.6,0.001,BTCUSDT
2025-09-30 01:30:06.591,114554.6,0.001,BTCUSDT
2025-09-30 01:30:06.591,114554.6,0.006,BTCUSDT
2025-09-30 01:30:06.591,114554.5,0.002,BTCUSDT
2025-09-30 01:30:06.591,114554.5,0.001,BTCUSDT
2025-09-30 01:30:06.591,114554.4,0.007,BTCUSDT
2025-09-30 01:30:06.613,114554.5,0.002,BTCUSDT
2025-09-30 01:30:06.654,114554.5,0.004,BTCUSDT
2025-09-30 01:30:06.770,114554.4,0.005,BTCUSDT
2025-09-30 01:30:06.770,114554.4,0.062,BTCUSDT
2025-09-30 01:30:06.770,114554.4,0.002,BTCUSDT
2025-09-30 01:30:06.770,114554.4,0.002,BTCUSDT
2025-09-30 01:30:06.770,114554.3,0.001,BTCUSDT
2025-09-30 01:30:06.770,114554.2,0.001,BTCUSDT
2025-09-30 01:30:06.770,114554.0,0.023,BTCUSDT
2025-09-30 01:30:06.770,114554.0,0.012,BTCUSDT
2025-09-30 01:30:06.770,114553.9,0.012,BTCUSDT
2025-09-30 01:30:06.770,114553.9,0.002,BTCUSDT
2025-09-30 01:30:06.770,114553.9,0.002,BTCUSDT
2025-09-30 01:30:06.770,114553.3,0.002,BTCUSDT
2025-09-30 01:30:06.770,114553.1,0.018,BTCUSDT
2025-09-30 01:30:06.770,114552.9,0.001,BTCUSDT
2025-09-30 01:30:06.770,114552.7,0.002,BTCUSDT
2025-09-30 01:30:06.770,114552.5,0.001,BTCUSDT
2025-09-30 01:30:06.773,114552.3,0.006,BTCUSDT
2025-09-30 01:30:06.773,114552.3,0.018,BTCUSDT
2025-09-30 01:30:06.773,114552.3,0.01,BTCUSDT
2025-09-30 01:30:06.774,114552.3,0.024,BTCUSDT
2025-09-30 01:30:06.774,114552.3,0.014,BTCUSDT
2025-09-30 01:30:06.955,114552.4,0.395,BTCUSDT
2025-09-30 01:30:06.992,114552.4,0.049,BTCUSDT
2025-09-30 01:30:07.111,114552.4,0.042,BTCUSDT
2025-09-30 01:30:07.249,114552.4,0.058,BTCUSDT
2025-09-30 01:30:07.292,114552.4,0.01,BTCUSDT
2025-09-30 01:30:08.090,114552.3,0.004,BTCUSDT
2025-09-30 01:30:08.272,114552.4,0.058,BTCUSDT
2025-09-30 01:30:08.612,114552.3,0.071,BTCUSDT
2025-09-30 01:30:08.803,114552.4,0.538,BTCUSDT
2025-09-30 01:30:09.332,114552.4,0.057,BTCUSDT
2025-09-30 01:30:09.509,114552.3,0.004,BTCUSDT
2025-09-30 01:30:09.509,114552.3,0.022,BTCUSDT
2025-09-30 01:30:09.509,114552.3,0.001,BTCUSDT
2025-09-30 01:30:09.509,114552.3,0.002,BTCUSDT
2025-09-30 01:30:09.509,114552.3,0.001,BTCUSDT
2025-09-30 01:30:09.509,114552.3,0.034,BTCUSDT
2025-09-30 01:30:09.509,114552.2,0.001,BTCUSDT
2025-09-30 01:30:09.509,114552.1,0.002,BTCUSDT
2025-09-30 01:30:09.509,114552.1,0.002,BTCUSDT
2025-09-30 01:30:09.509,114551.5,0.002,BTCUSDT
2025-09-30 01:30:09.509,114551.5,0.012,BTCUSDT
2025-09-30 01:30:09.509,114551.4,0.002,BTCUSDT
2025-09-30 01:30:09.509,114551.3,0.002,BTCUSDT
2025-09-30 01:30:09.509,114551.2,0.003,BTCUSDT
2025-09-30 01:30:09.509,114551.2,0.003,BTCUSDT
2025-09-30 01:30:09.509,114550.9,0.002,BTCUSDT
2025-09-30 01:30:09.509,114550.6,0.027,BTCUSDT
2025-09-30 01:30:09.509,114550.6,0.006,BTCUSDT
2025-09-30 01:30:09.509,114550.5,0.001,BTCUSDT
2025-09-30 01:30:09.509,114550.4,0.018,BTCUSDT
2025-09-30 01:30:09.511,114552.3,0.002,BTCUSDT
2025-09-30 01:30:09.511,114552.3,0.025,BTCUSDT
2025-09-30 01:30:09.511,114552.3,0.014,BTCUSDT
2025-09-30 01:30:09.511,114552.3,0.001,BTCUSDT
2025-09-30 01:30:09.511,114552.3,0.001,BTCUSDT
2025-09-30 01:30:09.514,114550.3,0.022,BTCUSDT
2025-09-30 01:30:09.514,114550.3,0.002,BTCUSDT
2025-09-30 01:30:09.514,114550.3,0.001,BTCUSDT
2025-09-30 01:30:09.514,114550.3,0.001,BTCUSDT
2025-09-30 01:30:09.516,114550.1,0.013,BTCUSDT
2025-09-30 01:30:09.516,114550.1,0.001,BTCUSDT
2025-09-30 01:30:09.516,114550.1,0.002,BTCUSDT
2025-09-30 01:30:09.516,114550.1,0.001,BTCUSDT
2025-09-30 01:30:09.516,114550.1,0.001,BTCUSDT
2025-09-30 01:30:09.516,114550.1,0.001,BTCUSDT
2025-09-30 01:30:09.516,114550.1,0.001,BTCUSDT
2025-09-30 01:30:09.516,114550.1,0.001,BTCUSDT
2025-09-30 01:30:09.726,114550.0,0.001,BTCUSDT
2025-09-30 01:30:09.726,114550.0,0.008,BTCUSDT
2025-09-30 01:30:09.726,114550.0,0.001,BTCUSDT
2025-09-30 01:30:09.726,114550.0,0.01,BTCUSDT
2025-09-30 01:30:09.729,114550.0,3.202,BTCUSDT
2025-09-30 01:30:09.729,114550.0,0.003,BTCUSDT
